{ _pinturaperfis   // Cor Pintura Perfil
   *AZZERA*            =0
   DESCRIZIONE         =Cor Pintura Perfil
   ALIAS               =
   OBBLIGATO           =False
   CLASSE              =^3;6;120;120;3,7;#FOTO\MADEIRA\;2;3;;;1;
   MEMO                =1Código 1800Descrição 5250Preview 4725material base 2115cod pintura 1200LITRO PINTURA POR ML 3225rgb 1200COLUNA 6 = QUANTIDADE EM LITROS DE ACORDO COM METRO LINEAR UTILIZADO

   { 
      //       ,Descrição        ,Preview                           ,mate,cod pi,LITRO ,rgb
      005.741  ,6010 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,87;105;107
      005.742  ,6010 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,86;105;105
      005.743  ,6010 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,81;104;100
      005.744  ,6010 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,85;106;99
      005.745  ,6010 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,89;106;94
      005.746  ,6010 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,97;107;91
      005.747  ,6010 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,105;108;90
      005.748  ,6010 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,111;110;88
      005.749  ,6010 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,113;106;87
      005.750  ,6010 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,115;95;97
      005.751  ,6010 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,112;91;101
      005.752  ,6010 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,108;95;110
      005.753  ,6010 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,97;102;116
      005.754  ,6010 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,90;101;111
      005.755  ,6010 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,121;103;82
      005.756  ,6010 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,126;105;85
      005.757  ,6010 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,121;96;81
      005.758  ,6010 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,121;96;88
      005.759  ,6010 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,121;95;91
      005.760  ,6010 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,57;87;104
      005.761  ,6020 BAC         ,001.jpg                           ,4   ,4458  ,      ,49;88;100
      005.762  ,6020 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,55;94;99
      005.763  ,6020 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,57;96;96
      005.764  ,6020 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,55;97;91
      005.765  ,6020 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,53;95;84
      005.766  ,6020 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,59;94;77
      005.767  ,6020 GAC         ,001.jpg                           ,4   ,4458  ,      ,64;97;75
      005.768  ,6020 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,79;97;67
      005.769  ,6020 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,94;99;67
      005.770  ,6020 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,103;100;65
      005.771  ,6020 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,111;98;63
      005.772  ,6020 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,111;68;69
      005.773  ,6020 RAC         ,001.jpg                           ,4   ,4458  ,      ,113;70;78
      005.774  ,6020 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,105;62;75
      005.775  ,6020 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,105;66;84
      005.776  ,6020 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,98;68;92
      005.777  ,6020 R40BAC      ,001.jpg                           ,4   ,4458  ,      ,93;70;95
      005.778  ,6020 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,79;71;101
      005.779  ,6020 R60BAC      ,001.jpg                           ,4   ,4458  ,      ,73;76;105
      005.780  ,6020 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,60;77;107
      005.781  ,6020 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,58;83;106
      005.782  ,6020 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,118;98;62
      005.783  ,6020 YAC         ,001.jpg                           ,4   ,4458  ,      ,118;95;62
      005.784  ,6020 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,120;90;58
      005.785  ,6020 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,120;87;58
      005.786  ,6020 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,124;85;58
      005.787  ,6020 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,122;83;60
      005.788  ,6020 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,123;81;64
      005.789  ,6020 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,122;78;64
      005.790  ,6020 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,119;75;68
      005.791  ,6020 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,117;76;73
      005.792  ,6020 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,14;72;96
      005.793  ,6030 BAC         ,001.jpg                           ,4   ,4458  ,      ,0;74;93
      005.794  ,6030 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,1;80;87
      005.795  ,6030 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,0;74;73
      005.796  ,6030 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,0;79;71
      005.797  ,6030 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,3;81;67
      005.798  ,6030 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,17;81;56
      005.799  ,6030 GAC         ,001.jpg                           ,4   ,4458  ,      ,32;85;54
      005.800  ,6030 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,64;89;53
      005.801  ,6030 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,80;89;42
      005.802  ,6030 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,93;91;45
      005.803  ,6030 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,107;90;42
      005.804  ,6030 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,95;38;41
      005.805  ,6030 RAC         ,001.jpg                           ,4   ,4458  ,      ,94;34;45
      005.806  ,6030 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,93;28;52
      005.807  ,6030 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,92;29;59
      005.808  ,6030 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,82;36;69
      005.809  ,6030 R40BAC      ,001.jpg                           ,4   ,4458  ,      ,76;39;78
      005.810  ,6030 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,57;46;90
      005.811  ,6030 R60BAC      ,001.jpg                           ,4   ,4458  ,      ,37;46;92
      005.812  ,6030 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,26;53;95
      005.813  ,6030 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,16;63;95
      005.814  ,6030 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,109;86;37
      005.815  ,6030 YAC         ,001.jpg                           ,4   ,4458  ,      ,113;84;37
      005.816  ,6030 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,118;81;39
      005.817  ,6030 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,120;80;43
      005.818  ,6030 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,118;70;35
      005.819  ,6030 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,119;65;35
      005.820  ,6030 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,111;58;32
      005.821  ,6030 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,111;54;35
      005.822  ,6030 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,107;52;43
      005.823  ,6030 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,101;43;39
      005.824  ,6030 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,0;71;67
      005.825  ,6035 B60GAC      ,001.jpg                           ,4   ,4458  ,      ,103;101;101
      005.826  ,6500 NAC         ,001.jpg                           ,4   ,4458  ,      ,96;100;102
      005.827  ,6502 BAC         ,001.jpg                           ,4   ,4458  ,      ,97;103;101
      005.828  ,6502 GAC         ,001.jpg                           ,4   ,4458  ,      ,106;97;97
      005.829  ,6502 RAC         ,001.jpg                           ,4   ,4458  ,      ,102;101;95
      005.830  ,6502 YAC         ,001.jpg                           ,4   ,4458  ,      ,0;65;71
      005.831  ,6530 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,2;63;64
      005.832  ,6530 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,23;73;47
      005.833  ,6530 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,72;79;35
      005.834  ,6530 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,93;92;89
      005.835  ,7000 NAC         ,001.jpg                           ,4   ,4458  ,      ,77;87;89
      005.836  ,7005 B20GAC      ,001.jpg                           ,4   ,4458  ,      ,77;87;84
      005.837  ,7005 B80GAC      ,001.jpg                           ,4   ,4458  ,      ,81;89;81
      005.838  ,7005 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,83;86;76
      005.839  ,7005 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,92;89;77
      005.840  ,7005 G80YAC      ,001.jpg                           ,4   ,4458  ,      ,98;83;86
      005.841  ,7005 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,87;83;90
      005.842  ,7005 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,81;85;92
      005.843  ,7005 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,92;83;74
      005.844  ,7005 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,96;81;78
      005.845  ,7005 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,63;81;88
      005.846  ,7010 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,64;81;83
      005.847  ,7010 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,61;82;81
      005.848  ,7010 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,59;82;80
      005.849  ,7010 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,66;84;77
      005.850  ,7010 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,71;86;73
      005.851  ,7010 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,73;83;68
      005.852  ,7010 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,84;86;68
      005.853  ,7010 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,86;83;62
      005.854  ,7010 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,93;83;63
      005.855  ,7010 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,92;63;66
      005.856  ,7010 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,89;70;80
      005.857  ,7010 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,80;73;86
      005.858  ,7010 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,71;72;88
      005.859  ,7010 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,65;77;89
      005.860  ,7010 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,100;84;65
      005.861  ,7010 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,100;81;63
      005.862  ,7010 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,104;79;65
      005.863  ,7010 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,95;69;61
      005.864  ,7010 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,98;71;66
      005.865  ,7010 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,20;54;73
      005.866  ,7020 BAC         ,001.jpg                           ,4   ,4458  ,      ,23;62;76
      005.867  ,7020 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,20;63;69
      005.868  ,7020 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,19;66;66
      005.869  ,7020 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,11;67;61
      005.870  ,7020 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,27;69;59
      005.871  ,7020 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,23;67;50
      005.872  ,7020 GAC         ,001.jpg                           ,4   ,4458  ,      ,39;71;48
      005.873  ,7020 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,52;71;41
      005.874  ,7020 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,66;71;37
      005.875  ,7020 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,73;72;38
      005.876  ,7020 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,85;71;40
      005.877  ,7020 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,80;41;41
      005.878  ,7020 RAC         ,001.jpg                           ,4   ,4458  ,      ,78;38;46
      005.879  ,7020 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,73;29;46
      005.880  ,7020 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,69;29;53
      005.881  ,7020 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,64;30;55
      005.882  ,7020 R40BAC      ,001.jpg                           ,4   ,4458  ,      ,62;38;65
      005.883  ,7020 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,47;37;70
      005.884  ,7020 R60BAC      ,001.jpg                           ,4   ,4458  ,      ,40;47;79
      005.885  ,7020 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,28;51;80
      005.886  ,7020 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,20;51;74
      005.887  ,7020 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,88;70;37
      005.888  ,7020 YAC         ,001.jpg                           ,4   ,4458  ,      ,92;68;36
      005.889  ,7020 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,98;72;44
      005.890  ,7020 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,95;63;36
      005.891  ,7020 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,98;64;41
      005.892  ,7020 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,97;59;37
      005.893  ,7020 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,95;56;38
      005.894  ,7020 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,92;50;36
